Hours_Studied,Exam_Score,Parental_Involvement,Motivation_Level,Previous_Scores,Attendance,Access_to_Resources,Learning_Disabilities
22,66,Medium,High,78,72,Medium,No
34,70,High,Low,79,79,Low,Yes
15,67,Medium,Medium,56,95,Medium,No
23,65,High,Low,67,62,High,No
17,68,Medium,Low,79,96,Low,No
15,62,Low,Low,62,69,Medium,No
20,68,Low,High,75,87,Medium,No
21,69,High,Medium,78,83,Medium,Yes
38,72,Medium,Low,97,82,Low,No
19,65,Low,Medium,62,94,Medium,Yes
13,63,Medium,Medium,72,64,High,No
22,68,High,Medium,99,74,High,No
8,62,High,Medium,59,82,Low,No
19,69,Medium,Medium,89,92,Medium,No
20,65,Medium,Medium,59,69,Low,No
25,74,High,High,93,92,Medium,No
26,70,High,Medium,74,76,Low,No
17,65,Medium,High,99,68,Low,No
19,70,High,Low,59,90,High,No
15,59,Low,Low,84,64,Low,No
13,63,Low,Low,85,81,Medium,No
22,64,Low,Low,86,63,High,No
12,63,Low,High,55,74,High,No
18,67,High,Medium,64,84,Low,No
14,65,Medium,Medium,67,82,Medium,No
23,67,Medium,Medium,66,76,Medium,No
31,73,High,Medium,84,77,Medium,No
12,64,High,Low,53,69,High,No
9,65,Low,Medium,87,78,High,No
19,72,Medium,Medium,76,98,High,No
20,72,High,High,59,94,Medium,No
21,66,High,Medium,61,66,Medium,No
17,62,High,High,55,61,Medium,Yes
19,68,Low,Medium,73,97,Medium,No
22,67,Medium,Low,80,81,Low,No
26,69,High,Medium,79,82,Low,Yes
8,67,High,Medium,98,91,Low,No
18,63,Medium,Medium,65,73,Medium,No
21,65,Low,Low,88,79,Medium,No
14,71,High,Low,86,99,Medium,No
30,70,Medium,Low,53,87,Medium,No
16,68,Medium,Medium,97,66,Medium,No
20,65,Medium,High,97,65,Medium,No
23,68,Medium,Medium,70,68,High,No
16,69,Medium,Medium,71,91,Medium,No
9,62,Medium,Medium,91,72,High,No
17,62,Low,Medium,75,61,High,No
26,72,High,Low,90,98,Low,Yes
18,64,High,High,52,67,Medium,No
26,66,High,Low,55,69,Medium,No
18,64,Medium,Low,73,69,Low,No
17,68,Medium,Low,93,77,High,No
21,69,Low,Medium,78,97,Low,No
25,71,Low,Medium,76,95,High,No
34,71,Medium,Medium,68,78,High,No
25,67,Medium,Medium,53,76,Medium,No
27,71,High,Medium,88,82,Low,No
17,64,Medium,Low,79,70,Medium,No
14,62,Medium,High,97,62,Medium,No
20,70,Medium,Medium,72,98,Medium,No
21,63,Low,Low,70,67,High,No
14,66,High,High,99,68,Medium,No
19,65,Medium,Low,57,79,Medium,No
22,69,Medium,Medium,63,80,High,No
22,63,High,Medium,74,61,Low,No
23,64,Medium,Low,76,66,Medium,No
22,66,Medium,High,77,75,Medium,No
17,67,Medium,Medium,61,87,Medium,Yes
17,66,High,Medium,96,69,High,No
13,65,Low,Low,85,77,High,No
31,72,High,Medium,63,82,Medium,No
20,70,High,High,65,96,Medium,No
19,67,Medium,Medium,94,73,Medium,No
14,64,Medium,Low,69,65,High,No
38,72,High,Medium,78,80,Medium,No
14,65,Medium,Medium,56,90,Medium,No
17,62,High,Medium,63,64,Low,No
22,67,Medium,High,71,77,High,No
24,64,Medium,High,83,61,Medium,Yes
26,63,Medium,Low,64,61,Medium,No
31,72,Medium,Medium,98,79,High,No
23,66,Low,High,61,72,Medium,No
14,70,High,Medium,89,94,Medium,No
18,66,Medium,Low,68,84,Low,No
22,70,High,Low,92,78,High,No
32,67,Low,Low,96,76,Low,No
12,64,Medium,High,59,80,Medium,No
27,67,High,Medium,75,62,Medium,No
21,72,High,Medium,58,96,High,No
25,72,High,Low,85,100,Low,No
19,68,High,Low,92,67,Medium,No
15,64,Medium,Medium,69,65,Medium,No
25,66,High,Medium,70,66,Medium,No
24,68,Low,Medium,60,86,High,No
26,66,Low,Low,65,86,Low,No
20,70,Low,High,66,94,High,No
16,70,High,High,58,90,High,No
11,62,Low,Medium,65,78,High,No
25,69,Low,Medium,95,85,Medium,No
23,69,Medium,Low,66,88,Medium,No
14,66,Medium,Medium,64,81,Medium,Yes
17,68,High,Medium,69,79,High,No
17,71,Medium,Medium,98,86,High,No
11,64,Medium,Medium,88,82,Medium,No
15,67,Low,Medium,60,86,High,No
13,68,Medium,Medium,88,85,High,No
18,67,Low,Low,88,89,High,No
16,68,Medium,High,98,86,Medium,No
10,69,Medium,Medium,95,81,High,No
32,71,Medium,Medium,55,87,High,No
28,68,High,Low,73,78,Low,No
15,65,High,High,85,70,High,No
22,63,Low,Medium,99,60,Medium,No
23,65,Low,Medium,54,82,Medium,No
27,72,High,Low,68,84,High,Yes
15,67,Low,Low,75,99,Medium,No
27,69,Medium,Medium,71,74,High,No
17,67,Medium,Medium,73,76,Medium,No
12,64,High,Low,68,68,Medium,No
24,62,Medium,Low,99,63,Low,No
28,71,Low,Medium,90,91,Medium,No
36,70,Low,Medium,87,70,High,No
13,64,Low,Low,71,84,Medium,No
24,69,Medium,Medium,94,88,Medium,No
18,65,Medium,Medium,55,79,Medium,No
25,73,High,Medium,57,95,High,No
11,64,Medium,Low,98,78,Low,No
12,64,Medium,Low,78,71,High,No
15,70,Medium,Medium,58,96,Medium,No
20,70,Low,Low,97,94,Low,No
16,64,High,Medium,99,67,High,Yes
24,64,Low,Medium,94,61,Medium,Yes
26,66,Medium,High,62,64,Medium,No
24,66,Low,Medium,64,71,High,No
30,74,Medium,Low,70,99,Medium,No
22,69,High,Medium,79,82,High,No
13,67,Low,High,100,75,High,No
28,73,Medium,High,98,96,Medium,Yes
16,66,Low,High,96,78,Medium,No
25,67,High,High,54,73,Medium,No
29,75,Medium,Low,88,98,High,No
23,73,Medium,Low,94,94,High,No
11,67,Medium,Medium,67,94,Medium,No
14,65,High,Medium,61,80,Low,No
28,71,Medium,Low,87,92,Medium,No
19,63,Medium,Low,55,67,Medium,No
20,68,Medium,High,97,83,Low,No
25,72,Medium,High,58,99,High,No
24,67,Low,Low,73,72,High,No
22,71,Medium,Low,99,92,High,No
19,67,Low,High,99,80,Low,No
18,66,Medium,Medium,89,62,High,No
25,72,Medium,Medium,92,91,High,No
23,64,Low,Medium,98,67,Low,No
18,68,Medium,Medium,96,85,Medium,No
26,65,High,Medium,81,63,High,No
19,74,Medium,High,87,98,High,No
15,65,Medium,Medium,80,72,Low,No
15,63,High,Medium,75,69,Low,No
14,65,Medium,Medium,94,65,Medium,No
18,70,Low,Medium,87,98,High,No
27,71,Medium,Medium,93,88,High,No
15,66,Medium,Medium,55,90,Medium,No
21,69,Medium,Low,79,80,Medium,No
16,67,Medium,High,66,79,High,No
18,64,Medium,Low,76,64,High,No
11,67,High,High,81,82,High,No
19,67,Medium,Medium,92,70,High,No
19,70,High,Medium,52,99,Medium,No
23,71,High,Medium,58,92,High,No
21,68,Medium,High,96,77,Low,No
13,65,High,Low,98,66,High,No
27,70,Medium,Medium,53,91,Medium,No
21,64,Medium,Low,67,65,High,No
21,67,High,High,50,68,High,No
20,63,Low,Medium,88,68,Low,No
17,65,Medium,High,84,82,Low,No
21,70,Medium,High,78,91,Medium,No
23,67,Medium,Medium,85,73,High,No
10,60,Medium,Low,77,63,High,No
17,64,Low,Low,62,79,High,No
18,65,Low,Low,88,90,Medium,No
22,64,Medium,Low,89,69,Medium,No
27,67,Medium,Medium,93,69,Low,No
15,71,Medium,High,98,98,Medium,No
17,69,Medium,Low,87,98,Medium,No
17,70,Medium,Low,53,100,High,No
15,69,Medium,Medium,51,92,Medium,No
18,69,High,High,87,68,High,No
25,64,Low,Low,53,68,Medium,No
14,63,Low,Medium,66,74,Medium,No
23,67,High,Medium,57,73,Medium,No
10,66,Medium,Low,98,98,Medium,No
17,69,Medium,Medium,66,92,High,No
18,69,Medium,Medium,53,89,Medium,No
30,69,Medium,High,97,67,Medium,Yes
18,72,Medium,High,80,96,High,No
7,65,High,High,52,93,High,No
8,63,Medium,Medium,92,67,Medium,No
20,69,Medium,Low,58,95,Medium,No
24,69,High,Low,90,71,Medium,No
22,64,Medium,Medium,80,63,Low,No
21,69,Medium,High,59,86,Low,No
27,72,Medium,Medium,88,86,High,No
17,62,Medium,High,73,64,Low,No
25,66,High,Low,82,73,Medium,Yes
10,65,Low,Low,93,100,Medium,No
15,69,High,Medium,63,87,High,No
9,65,Medium,High,68,89,Low,No
18,67,High,Medium,100,69,Medium,No
20,63,Low,Low,75,63,Medium,No
21,66,High,Low,78,71,Medium,No
20,61,Low,Low,64,70,Medium,No
14,64,High,Medium,71,69,Medium,No
19,64,Medium,Low,75,68,Low,No
11,65,Medium,Medium,63,83,Medium,No
28,68,Medium,Medium,62,73,Low,No
18,69,Low,Medium,80,93,High,No
17,61,Medium,Medium,59,67,Medium,No
30,72,Medium,Medium,78,79,High,No
13,61,Medium,Medium,85,61,Low,No
13,66,High,Medium,60,79,High,No
13,60,Low,Medium,87,62,Medium,No
20,69,Medium,Low,68,99,Low,No
23,72,Medium,Medium,100,92,High,Yes
24,69,Medium,Low,99,80,High,No
35,71,High,Low,90,63,High,No
7,64,Medium,Medium,67,84,High,No
24,71,Low,High,97,90,Low,No
17,64,Low,High,100,68,Medium,No
16,67,Medium,High,73,83,Medium,No
16,67,Medium,Medium,81,93,Low,Yes
15,66,Low,High,50,91,High,No
30,73,Low,Medium,52,92,Medium,No
25,73,Medium,Medium,75,95,High,No
20,70,Medium,Medium,80,98,Medium,No
28,70,Low,Medium,66,76,Medium,No
11,62,Medium,Low,55,83,Low,Yes
12,68,High,Medium,89,92,Low,No
7,65,High,Medium,71,88,High,No
16,73,High,Medium,82,100,High,No
21,65,High,High,83,61,Medium,No
21,66,Medium,High,77,74,High,No
21,64,Low,Medium,59,71,Medium,No
12,63,Medium,High,81,70,High,No
25,62,Medium,Medium,66,69,Medium,Yes
21,70,High,Low,91,88,Medium,No
24,65,Medium,Medium,60,63,Medium,No
9,64,Medium,Medium,65,90,Medium,No
22,70,Medium,Low,72,88,Medium,No
13,62,Medium,Medium,87,70,Medium,No
18,67,Medium,Medium,86,70,Medium,No
23,66,Medium,Low,67,85,Low,No
21,74,High,High,76,90,High,No
15,69,Medium,Medium,62,95,High,No
20,70,Medium,Low,89,94,High,Yes
11,68,Medium,Medium,60,99,Medium,No
27,70,Medium,Medium,91,83,Low,No
19,71,Medium,Medium,97,96,Medium,No
27,73,Medium,High,100,92,Low,No
17,69,Medium,Low,93,96,Medium,No
17,61,Low,Medium,61,60,Low,No
15,68,Medium,Medium,71,99,Medium,No
25,66,Medium,Medium,54,79,Low,No
16,67,High,Low,58,92,Low,No
24,64,Low,Medium,52,65,High,No
18,67,Low,High,82,76,High,No
8,61,High,Medium,77,71,Medium,No
17,65,Low,High,96,72,Medium,No
13,62,Low,Medium,73,65,High,No
20,69,Low,Medium,82,92,High,No
13,61,High,Medium,70,60,High,No
26,69,High,Medium,91,73,Medium,No
19,64,Medium,High,96,67,Low,No
19,65,Medium,High,72,84,Low,No
24,64,Medium,Low,54,70,High,No
26,68,High,Medium,58,70,High,No
20,67,Low,High,86,80,Medium,No
15,68,High,Low,66,86,Medium,No
9,61,Low,Medium,89,65,Medium,No
16,69,Medium,High,87,67,High,No
16,64,Low,High,85,70,High,No
21,74,High,Medium,91,99,Medium,No
18,66,Medium,Low,88,76,Medium,No
24,68,Medium,Medium,82,84,Medium,No
16,65,Medium,High,50,70,High,No
20,66,Medium,Medium,76,80,High,No
27,66,High,Medium,80,63,Low,No
22,65,Medium,High,98,61,Low,No
20,67,Medium,Medium,83,79,Medium,No
16,65,Low,Medium,79,76,Medium,No
16,63,Medium,Medium,77,65,Medium,No
15,67,High,Medium,55,88,Medium,No
17,70,Medium,Low,71,100,High,No
25,68,High,Low,57,76,High,No
19,66,Medium,High,53,85,Medium,No
12,67,Medium,Low,66,99,Medium,No
31,72,Medium,Low,82,93,Low,No
22,68,High,Medium,93,79,High,Yes
12,66,Medium,Medium,91,89,High,No
17,62,Medium,Medium,65,65,Medium,No
21,65,High,Medium,52,80,Low,No
30,67,High,Low,70,71,Low,Yes
13,62,Medium,Low,66,66,Medium,No
26,66,Medium,Low,69,77,Low,Yes
28,67,Medium,High,78,65,Medium,No
16,68,Medium,Medium,52,88,Medium,No
18,66,Medium,Medium,69,78,Medium,No
14,68,High,Medium,78,81,High,No
19,62,Low,Medium,72,66,Medium,No
20,64,Medium,Medium,83,66,High,Yes
24,68,High,Medium,59,83,Low,No
27,71,Low,Low,58,99,Low,No
16,63,Medium,Medium,65,64,Medium,No
8,62,High,High,55,71,Medium,No
20,69,High,Low,62,95,Low,No
22,62,Medium,Medium,54,63,Medium,No
21,71,Low,Medium,70,95,Medium,No
18,69,Low,Medium,86,81,High,No
21,66,Medium,Low,64,76,Medium,No
29,64,Low,Low,50,72,Medium,No
22,65,Low,Low,78,72,High,No
18,68,High,High,85,72,High,No
17,69,High,High,70,95,Medium,No
19,68,High,Low,65,89,Medium,Yes
30,71,Low,Low,75,87,Medium,No
19,66,Low,Medium,55,92,Medium,No
20,65,High,Medium,82,70,Low,No
17,68,High,Medium,87,85,Medium,No
27,72,High,Medium,85,78,High,No
32,75,High,Medium,66,91,Medium,No
23,67,High,Low,92,72,Low,No
20,67,Medium,Low,97,86,Medium,No
20,70,Medium,High,65,95,Medium,No
6,64,Medium,Medium,63,76,Medium,No
24,65,Medium,High,85,63,Medium,No
21,68,Medium,Medium,85,81,Medium,No
23,67,High,Medium,76,74,High,No
16,66,Low,Medium,96,87,Medium,No
18,69,High,Low,57,98,Medium,No
18,64,Low,Low,74,79,High,No
26,68,Medium,High,52,79,High,Yes
18,68,High,Low,53,86,Medium,No
32,65,Low,Low,53,64,High,No
23,65,Medium,Medium,75,70,Medium,No
12,65,Low,Medium,79,97,Medium,No
19,67,High,Low,50,87,Medium,No
16,63,High,Medium,82,61,Medium,No
7,62,High,Medium,74,68,Medium,No
30,73,High,High,61,87,Medium,No
24,72,High,High,51,91,High,No
23,71,Low,High,58,94,Medium,No
21,67,Medium,High,80,72,Medium,No
12,66,Medium,Medium,83,97,Low,No
17,68,Medium,High,82,82,High,No
25,70,High,Low,58,88,High,No
14,66,Medium,Medium,96,84,Medium,No
19,71,Medium,High,88,99,High,No
19,64,Low,Medium,58,65,High,No
21,65,Medium,Low,74,70,Medium,No
24,70,Medium,High,76,93,Medium,Yes
24,70,High,Medium,89,85,Low,No
22,71,Low,Medium,81,94,High,No
27,70,High,Medium,70,81,High,No
11,62,Low,Medium,64,75,High,Yes
23,72,Medium,Low,99,97,Medium,No
24,62,Medium,Low,64,61,Medium,No
13,67,Low,High,56,94,Medium,No
16,69,Low,Medium,66,94,Medium,No
16,60,Medium,Medium,56,66,Low,Yes
25,72,High,High,85,83,High,No
16,66,Medium,Medium,81,96,Medium,No
15,66,Medium,Medium,66,79,High,No
16,69,Medium,Low,100,90,High,No
27,70,Low,Low,83,92,Medium,Yes
20,70,Low,Medium,85,89,Medium,No
19,70,High,Low,78,97,High,No
19,67,Low,Medium,78,78,High,No
28,67,High,Medium,51,67,Medium,No
16,59,Low,High,89,62,Low,No
28,67,Medium,Low,96,70,Medium,No
21,65,High,Medium,56,66,Medium,No
19,68,Medium,Medium,90,82,Medium,No
35,71,High,Low,77,67,High,No
14,61,Medium,Medium,64,62,Medium,No
18,63,Medium,Medium,96,61,Medium,No
13,67,Medium,Low,51,93,High,No
26,69,High,Medium,64,84,Medium,No
30,70,Medium,Low,94,74,High,No
30,69,Medium,High,74,96,Low,No
27,66,High,Medium,80,63,Medium,No
19,70,Medium,Low,87,99,Low,No
18,67,Medium,Low,57,85,Medium,No
10,61,High,Medium,61,67,High,No
32,74,Medium,Medium,100,87,High,No
23,70,Medium,Low,62,91,High,No
17,66,High,Low,77,77,Medium,No
28,73,Medium,High,65,94,High,No
14,62,Medium,Medium,93,66,Medium,No
22,65,Medium,Low,98,71,Low,No
19,62,High,Low,57,64,Medium,No
24,64,Low,Medium,80,68,Medium,No
20,63,Medium,Medium,91,70,Medium,No
11,69,Medium,Medium,91,97,Medium,No
20,63,Medium,Low,72,63,Medium,Yes
26,67,Medium,Medium,61,77,Medium,No
20,65,Medium,Medium,69,81,Low,No
25,71,Medium,Medium,88,96,High,No
14,71,Medium,Medium,100,100,Medium,No
20,69,Medium,High,78,90,Medium,Yes
16,71,Medium,Medium,60,99,High,No
24,68,Low,Medium,52,91,Medium,No
20,70,Low,Medium,97,99,Medium,No
24,71,Medium,Medium,74,88,High,No
27,68,Medium,Medium,86,63,Medium,No
24,69,Low,Medium,83,76,High,No
22,71,Medium,Medium,95,86,Medium,No
14,63,High,Low,63,74,Medium,No
20,66,Low,Medium,72,71,Medium,No
17,67,Medium,Medium,96,83,Medium,No
18,71,High,Medium,79,97,Low,No
18,59,Low,Medium,54,61,Low,No
14,67,High,Medium,60,91,Medium,No
8,66,High,Medium,62,89,High,Yes
16,72,Low,High,100,99,High,No
21,70,High,Low,61,97,High,Yes
12,68,Medium,Low,93,90,Medium,No
20,63,Low,Low,54,81,Medium,No
31,69,Medium,Medium,59,68,Medium,No
26,67,Low,Low,94,82,Medium,No
30,75,Medium,Low,95,91,High,No
22,67,Low,Medium,59,96,Low,No
27,74,High,Medium,61,92,High,No
16,66,Medium,Medium,77,68,High,No
16,65,Medium,Medium,53,84,High,No
4,60,Low,High,97,73,Medium,No
27,63,Medium,High,68,60,High,Yes
29,69,Low,Low,74,68,High,Yes
17,64,High,Medium,55,65,High,No
18,68,Low,Medium,52,94,Medium,No
15,63,Medium,Low,73,70,Medium,No
22,65,Medium,Low,56,71,Medium,No
27,74,Medium,Medium,82,98,High,No
10,65,Medium,Medium,90,75,High,No
22,61,Medium,Medium,52,60,Medium,No
18,66,Medium,Medium,81,71,High,No
21,67,Medium,High,91,65,High,No
23,66,High,Medium,72,64,Medium,No
19,69,High,High,98,63,Medium,No
19,65,Medium,Low,56,84,Medium,No
19,65,High,Medium,66,68,High,No
26,66,High,Medium,62,74,Medium,No
23,73,Medium,Low,100,94,High,No
21,64,Low,Medium,65,77,Medium,No
12,67,Medium,Low,69,97,Low,No
18,67,Medium,High,92,80,Low,No
25,68,Medium,Medium,96,76,Low,Yes
20,71,Medium,Medium,97,90,Low,No
24,64,Medium,Medium,78,63,Medium,No
31,67,Medium,Medium,83,64,Medium,No
26,68,Medium,Medium,67,86,Low,No
21,67,Low,High,80,79,Medium,No
17,70,Low,High,65,92,Medium,No
5,64,Medium,Medium,87,97,Low,Yes
19,63,Medium,Medium,65,76,Medium,Yes
18,71,High,Medium,94,84,High,No
22,64,Low,Low,57,80,Low,No
19,70,Low,High,79,99,Low,No
18,70,Medium,High,76,93,High,No
9,67,Medium,Medium,63,96,High,No
14,62,Medium,Low,51,70,Medium,No
23,69,Medium,Low,57,91,Medium,No
30,69,Low,Low,98,71,High,No
19,62,Low,Low,97,68,High,No
22,70,Low,High,56,98,Medium,No
26,66,Medium,High,69,61,Medium,No
15,69,High,Low,73,99,Medium,No
22,65,Medium,Medium,74,66,Low,No
16,66,Low,Low,65,93,High,No
25,69,High,Low,96,71,Medium,No
21,66,High,Low,95,74,Medium,Yes
22,65,Low,Medium,51,69,High,No
15,66,Medium,Low,83,83,Low,No
24,63,Low,Medium,54,74,Low,No
33,72,Low,Medium,80,86,Medium,No
14,62,Medium,Low,93,61,Medium,No
18,64,High,Medium,82,63,High,No
21,61,Medium,High,73,64,Low,Yes
25,70,High,Low,98,77,Medium,No
17,67,Medium,Medium,87,93,Medium,No
3,66,High,Medium,62,96,High,No
28,66,Medium,Medium,69,70,Medium,Yes
25,68,Low,Low,88,83,Medium,Yes
10,67,High,Medium,51,91,High,No
16,65,Medium,Medium,53,72,High,No
29,70,Medium,Low,93,76,High,No
29,69,Medium,Medium,52,81,Medium,No
26,68,Medium,Medium,84,65,Medium,No
19,61,Medium,Medium,66,61,Medium,No
20,65,Medium,Low,91,66,High,No
19,71,High,Medium,92,85,High,No
27,66,Medium,Low,98,63,High,No
15,62,Medium,Medium,55,68,High,No
15,61,Low,Medium,71,74,Low,No
26,67,High,Medium,79,63,High,No
20,66,Medium,Medium,96,68,High,No
28,71,Low,High,63,96,High,No
16,62,Medium,High,54,61,High,No
20,67,Medium,Low,60,86,Medium,Yes
14,64,Medium,Medium,75,75,Medium,No
20,68,Medium,Medium,84,87,Low,No
11,67,Medium,High,85,84,Medium,No
17,63,Medium,High,54,69,Medium,No
11,70,High,Medium,88,94,High,No
24,67,Low,Medium,83,80,High,No
24,71,Medium,Low,70,93,High,No
10,62,Medium,Low,79,76,Low,No
28,75,Medium,Medium,88,99,Medium,No
35,72,Low,Low,63,91,Medium,No
20,73,Medium,Low,97,99,Low,No
16,64,Low,High,57,81,Medium,No
37,73,Medium,High,95,79,High,No
12,66,Medium,Low,87,90,Low,No
20,69,Low,High,83,95,Low,No
21,70,Medium,High,54,99,Medium,No
28,70,Medium,Medium,96,73,High,No
22,71,High,Medium,65,92,High,No
17,64,Low,High,87,68,High,Yes
14,71,Medium,Low,94,82,High,No
18,63,High,High,62,67,Medium,No
14,68,High,Low,96,74,High,No
20,71,Medium,Medium,81,97,Medium,Yes
17,65,Medium,Medium,83,66,Medium,No
11,66,High,Medium,96,85,Medium,No
28,72,High,High,76,84,High,No
17,65,High,Low,72,65,High,No
12,60,Low,Medium,82,73,Medium,No
19,67,Low,High,78,83,Medium,No
20,65,Medium,High,53,67,High,No
10,64,High,High,59,92,Low,No
22,72,High,Medium,51,99,High,Yes
14,62,High,Medium,55,69,Medium,No
30,67,Medium,Medium,86,67,Medium,No
23,67,Medium,Medium,50,78,Medium,Yes
18,69,Medium,Low,65,90,Medium,No
16,65,High,Low,72,71,High,No
19,62,Medium,Low,97,61,High,Yes
24,69,High,Medium,66,82,Medium,No
20,72,Medium,Medium,89,98,High,No
19,63,Low,Low,70,76,High,No
20,64,High,Low,55,77,Medium,No
16,67,Low,Medium,55,99,Medium,Yes
18,70,Medium,High,72,88,Medium,No
7,64,High,Medium,53,89,Low,No
26,69,Medium,Medium,79,83,Medium,No
22,72,High,Low,75,99,High,No
15,69,Medium,Medium,85,88,Medium,No
31,75,High,Medium,59,96,Medium,No
21,67,Low,Low,80,88,Medium,Yes
14,67,Medium,High,59,89,Medium,No
25,66,Medium,High,86,72,Medium,No
22,64,Medium,High,65,72,Low,No
22,68,Medium,Medium,81,91,Low,No
17,66,High,High,94,72,Medium,No
23,69,High,Medium,74,83,Medium,No
18,65,High,Medium,60,70,Low,No
23,70,Medium,High,94,93,Low,No
17,69,Medium,Low,87,93,Medium,No
30,70,High,Low,66,84,Low,No
15,63,Low,Medium,65,67,Medium,No
16,66,Medium,Medium,82,82,Medium,No
17,64,Medium,Medium,58,71,Medium,Yes
13,65,Medium,Medium,93,73,High,No
7,64,High,High,69,74,Medium,No
19,62,Medium,High,51,63,Low,No
21,71,High,Low,65,99,Medium,No
20,64,Medium,Medium,89,61,High,No
19,72,High,High,93,86,High,No
20,64,Medium,Medium,78,75,Medium,No
26,71,Medium,Medium,65,86,Low,No
19,68,Medium,High,76,74,Medium,Yes
17,68,Medium,Medium,92,87,Medium,No
18,68,Medium,Medium,66,89,Medium,No
23,69,Medium,Medium,69,88,Medium,No
28,67,Low,High,77,65,Medium,No
16,66,Medium,Low,94,86,Low,No
21,65,Medium,Medium,79,71,Medium,No
22,63,Medium,High,60,61,High,No
14,62,High,Medium,54,77,Low,No
20,67,High,Medium,55,77,High,No
11,65,Medium,Medium,98,79,Medium,No
9,66,Medium,Medium,91,88,Medium,No
22,66,Low,Medium,88,72,High,No
18,64,Medium,Medium,75,73,Medium,Yes
21,67,High,Medium,84,62,Medium,No
20,67,Medium,Medium,56,87,Medium,No
14,61,Low,Low,81,83,Low,Yes
20,66,Medium,Medium,91,74,Medium,No
13,66,High,Medium,53,88,Medium,No
28,67,Medium,Medium,65,81,Low,No
12,64,High,High,56,79,Medium,No
19,64,High,Low,63,80,Low,No
14,67,Low,Medium,89,85,Medium,No
23,68,Low,Low,67,86,High,Yes
18,64,Medium,Medium,84,72,Low,No
17,63,Medium,Medium,89,66,Medium,No
25,68,Medium,Medium,91,66,High,No
20,64,Low,Low,94,86,Low,No
23,70,Low,High,80,95,Medium,No
14,64,Low,Medium,64,76,Medium,No
12,59,High,Medium,58,67,Medium,Yes
21,71,High,Medium,75,90,Medium,No
18,67,Low,Medium,55,93,Medium,No
24,73,Medium,High,96,95,Low,No
20,66,Low,Medium,72,84,Low,No
21,73,High,Medium,94,94,High,No
10,62,High,High,85,61,Medium,No
31,69,Medium,Medium,93,64,High,No
19,66,Medium,Medium,94,64,High,Yes
24,68,Medium,Medium,53,89,Low,No
15,65,Medium,Low,86,63,Medium,No
22,67,Medium,High,61,80,Medium,No
12,64,Medium,Low,99,79,Medium,Yes
23,67,High,Medium,89,72,High,No
18,66,Low,Low,50,95,Low,No
20,68,High,High,96,67,Medium,No
24,68,Medium,Low,65,74,Medium,No
13,64,Medium,Low,71,91,Low,No
16,63,High,Low,81,61,Medium,No
23,72,High,Medium,96,87,Medium,No
33,75,High,Medium,96,93,Medium,No
19,71,High,Low,78,97,Medium,No
24,71,High,Low,66,95,Medium,No
19,66,Medium,Low,64,73,Medium,Yes
32,71,High,Medium,68,83,Medium,No
10,61,High,Low,59,63,Medium,No
21,65,Medium,Medium,83,70,Medium,No
5,62,High,High,89,73,Low,No
22,69,High,Medium,55,95,Low,Yes
21,65,Medium,Medium,70,74,Low,No
18,69,High,High,62,82,Medium,No
19,68,High,High,77,77,Medium,No
39,70,Medium,Medium,73,78,Medium,No
18,72,High,Medium,72,99,Medium,No
23,66,Low,Low,66,72,Medium,No
16,68,Low,Low,86,85,High,No
22,67,Medium,High,74,77,Medium,No
19,61,High,Medium,60,62,Low,No
18,64,Low,Medium,77,80,Low,No
31,74,High,Medium,80,93,Medium,No
27,64,Medium,High,51,64,Medium,No
21,64,High,Medium,60,63,Low,No
6,61,High,Low,62,66,Medium,No
18,71,High,Medium,62,91,High,No
36,72,High,Low,62,89,Low,No
19,68,High,Medium,64,83,High,No
27,69,Low,High,63,79,High,No
29,74,Medium,High,94,96,High,No
21,70,Medium,Low,66,91,High,No
15,69,High,Low,67,92,Low,No
5,64,Low,Medium,63,93,Low,No
24,71,Low,Medium,98,86,Low,No
15,65,High,Low,77,78,Low,No
21,71,High,Medium,81,95,Medium,No
13,71,High,Low,87,97,High,No
18,66,Low,Medium,67,61,Medium,No
20,64,Medium,High,98,62,Medium,No
22,70,Medium,Medium,58,98,Medium,No
13,61,Low,Low,73,71,Low,No
27,71,Medium,High,57,95,Medium,No
16,65,Medium,Medium,90,76,Medium,No
10,59,Low,Medium,55,65,High,No
19,63,Medium,Low,78,63,Medium,Yes
20,64,Medium,Low,55,66,Medium,No
21,63,Low,Low,73,70,Low,No
28,70,High,Medium,64,80,High,No
19,70,High,Medium,95,88,Medium,No
19,72,High,Medium,53,99,High,No
13,65,Medium,High,82,78,High,No
25,71,High,High,85,81,Medium,No
21,70,High,Medium,94,81,Medium,No
17,66,Medium,Medium,94,82,Low,No
9,64,Medium,Medium,99,81,Medium,No
29,64,Low,Medium,63,60,High,No
13,59,High,Low,64,60,Low,No
16,65,Medium,Medium,70,64,High,No
22,66,High,Medium,77,64,Medium,No
13,67,Medium,High,68,88,Medium,No
11,62,High,Medium,87,68,Medium,Yes
7,65,High,Medium,50,96,Low,No
24,73,High,Medium,51,97,Medium,No
17,70,Medium,Low,86,99,Medium,No
38,75,Low,Medium,94,98,Medium,No
14,66,High,Medium,89,71,High,No
14,65,High,Low,56,80,Medium,No
17,64,Medium,Medium,97,67,Medium,No
21,70,High,Low,76,92,Low,No
17,71,Medium,Medium,87,96,High,No
24,68,Low,Low,60,94,Medium,No
14,64,Medium,Low,77,77,Medium,No
12,67,High,Low,67,90,High,No
